FrecuenciaDeaciertos,NumeroDeAccesos
0,1
50,2
67,3
50,4
60,5
67,6
71,7
75,8
78,9
70,10
64,11
67,12
62,13
64,14
67,15
69,16
71,17
67,18
68,19
70,20
67,21
68,22
65,23
62,24
64,25
65,26
63,27
64,28
66,29
67,30
68,31
69,32
70,33
71,34
71,35
72,36
70,37
71,38
72,39
70,40
68,41
67,42
65,43
64,44
62,45
61,46
62,47
62,48
63,49
62,50
63,51
63,52
64,53
65,54
65,55
66,56
67,57
67,58
68,59
68,60
69,61
69,62
70,63
70,64
71,65
70,66
70,67
71,68
71,69
71,70
72,71
72,72
73,73
73,74
73,75
72,76
73,77
73,78
73,79
74,80
74,81
74,82
75,83
75,84
75,85
74,86
75,87
75,88
75,89
76,90
76,91
76,92
76,93
77,94
77,95
77,96
76,97
77,98
76,99
76,100
76,101
76,102
77,103
77,104
77,105
77,106
78,107
78,108
78,109
77,110
77,111
78,112
78,113
78,114
78,115
78,116
78,117
78,118
78,119
78,120
78,121
78,122
78,123
78,124
78,125
79,126
79,127
79,128
79,129
79,130
79,131
80,132
80,133
80,134
80,135
80,136
80,137
80,138
81,139
81,140
81,141
81,142
81,143
81,144
81,145
81,146
81,147
80,148
81,149
81,150
81,151
81,152
81,153
81,154
81,155
81,156
82,157
82,158
82,159
82,160
81,161
81,162
82,163
82,164
82,165
82,166
82,167
82,168
82,169
82,170
82,171
81,172
82,173
82,174
82,175
81,176
81,177
81,178
82,179
82,180
82,181
82,182
82,183
82,184
81,185
81,186
80,187
80,188
80,189
80,190
80,191
80,192
80,193
80,194
81,195
81,196
81,197
81,198
81,199
81,200
81,201
80,202
80,203
80,204
80,205
81,206
81,207
81,208
81,209
81,210
81,211
81,212
81,213
81,214
81,215
81,216
81,217
81,218
81,219
81,220
81,221
81,222
81,223
81,224
81,225
81,226
81,227
82,228
82,229
82,230
82,231
82,232
82,233
82,234
82,235
82,236
82,237
82,238
82,239
82,240
82,241
82,242
82,243
82,244
82,245
83,246
83,247
82,248
82,249
82,250
82,251
83,252
83,253
83,254
83,255
83,256
83,257
83,258
83,259
83,260
82,261
82,262
83,263
83,264
83,265
82,266
82,267
82,268
82,269
82,270
82,271
82,272
82,273
82,274
82,275
82,276
82,277
82,278
82,279
82,280
82,281
82,282
82,283
82,284
82,285
82,286
82,287
81,288
81,289
81,290
81,291
81,292
81,293
81,294
81,295
81,296
81,297
81,298
81,299
81,300
81,301
81,302
81,303
81,304
80,305
80,306
80,307
81,308
81,309
81,310
81,311
81,312
81,313
81,314
80,315
80,316
80,317
81,318
81,319
81,320
81,321
81,322
81,323
81,324
81,325
81,326
81,327
81,328
81,329
81,330
81,331
81,332
81,333
81,334
81,335
81,336
81,337
81,338
81,339
81,340
81,341
81,342
81,343
81,344
81,345
81,346
81,347
81,348
81,349
81,350
81,351
80,352
80,353
80,354
80,355
80,356
80,357
80,358
80,359
80,360
80,361
80,362
80,363
80,364
80,365
80,366
80,367
80,368
80,369
80,370
80,371
80,372
79,373
79,374
79,375
79,376
79,377
79,378
79,379
79,380
79,381
79,382
79,383
79,384
79,385
79,386
79,387
79,388
79,389
79,390
79,391
79,392
79,393
79,394
79,395
79,396
79,397
79,398
79,399
79,400
79,401
79,402
79,403
79,404
79,405
79,406
79,407
79,408
79,409
79,410
79,411
79,412
79,413
79,414
79,415
79,416
79,417
79,418
79,419
79,420
79,421
79,422
79,423
79,424
79,425
79,426
79,427
79,428
79,429
79,430
79,431
79,432
79,433
79,434
79,435
79,436
79,437
79,438
79,439
79,440
79,441
79,442
79,443
79,444
79,445
79,446
79,447
79,448
79,449
79,450
79,451
79,452
79,453
79,454
79,455
79,456
79,457
79,458
80,459
80,460
80,461
80,462
80,463
80,464
80,465
80,466
80,467
79,468
80,469
80,470
80,471
79,472
79,473
79,474
79,475
79,476
79,477
79,478
79,479
79,480
79,481
79,482
79,483
79,484
79,485
79,486
79,487
79,488
79,489
79,490
79,491
79,492
79,493
79,494
79,495
79,496
79,497
79,498
79,499
79,500
79,501
78,502
79,503
79,504
79,505
79,506
79,507
79,508
79,509
79,510
79,511
79,512
79,513
79,514
78,515
78,516
78,517
78,518
78,519
78,520
78,521
78,522
78,523
78,524
78,525
78,526
78,527
78,528
78,529
78,530
78,531
78,532
78,533
78,534
78,535
78,536
78,537
78,538
78,539
78,540
78,541
78,542
78,543
78,544
78,545
78,546
78,547
78,548
78,549
78,550
77,551
78,552
78,553
78,554
78,555
78,556
78,557
78,558
78,559
78,560
78,561
78,562
78,563
78,564
78,565
78,566
78,567
78,568
78,569
78,570
78,571
78,572
78,573
78,574
78,575
78,576
78,577
78,578
78,579
78,580
78,581
78,582
78,583
78,584
78,585
78,586
78,587
78,588
78,589
78,590
78,591
78,592
78,593
78,594
78,595
78,596
78,597
78,598
78,599
78,600
78,601
78,602
78,603
78,604
78,605
78,606
78,607
78,608
78,609
78,610
78,611
78,612
78,613
78,614
78,615
78,616
78,617
78,618
78,619
78,620
78,621
78,622
78,623
78,624
78,625
78,626
78,627
78,628
78,629
78,630
78,631
78,632
78,633
78,634
78,635
78,636
78,637
78,638
77,639
77,640
77,641
77,642
77,643
77,644
77,645
77,646
77,647
77,648
77,649
77,650
77,651
77,652
77,653
77,654
77,655
77,656
77,657
77,658
77,659
77,660
77,661
77,662
77,663
77,664
77,665
77,666
77,667
77,668
77,669
77,670
77,671
77,672
77,673
77,674
77,675
77,676
77,677
77,678
77,679
77,680
77,681
77,682
77,683
77,684
77,685
77,686
77,687
77,688
77,689
77,690
77,691
77,692
77,693
77,694
77,695
77,696
77,697
77,698
77,699
77,700
77,701
77,702
77,703
77,704
77,705
77,706
77,707
77,708
77,709
77,710
77,711
77,712
77,713
77,714
77,715
77,716
77,717
77,718
77,719
77,720
77,721
77,722
77,723
77,724
77,725
77,726
77,727
77,728
77,729
77,730
77,731
77,732
77,733
77,734
77,735
76,736
76,737
76,738
76,739
76,740
76,741
76,742
76,743
76,744
77,745
77,746
77,747
76,748
76,749
76,750
76,751
76,752
76,753
76,754
76,755
76,756
76,757
76,758
76,759
76,760
76,761
76,762
76,763
76,764
76,765
76,766
76,767
76,768
76,769
76,770
76,771
76,772
76,773
76,774
76,775
76,776
76,777
76,778
76,779
76,780
76,781
76,782
76,783
76,784
76,785
76,786
76,787
76,788
76,789
76,790
76,791
76,792
76,793
76,794
76,795
76,796
76,797
76,798
76,799
76,800
76,801
76,802
76,803
76,804
76,805
76,806
76,807
76,808
76,809
76,810
76,811
76,812
76,813
76,814
76,815
76,816
76,817
76,818
76,819
76,820
76,821
76,822
76,823
76,824
76,825
76,826
76,827
76,828
76,829
77,830
77,831
76,832
76,833
76,834
76,835
76,836
76,837
76,838
76,839
76,840
76,841
76,842
76,843
76,844
76,845
76,846
76,847
76,848
76,849
76,850
76,851
76,852
76,853
76,854
76,855
76,856
76,857
76,858
76,859
76,860
76,861
76,862
76,863
76,864
76,865
76,866
76,867
76,868
76,869
76,870
76,871
76,872
76,873
76,874
76,875
76,876
76,877
76,878
76,879
76,880
76,881
76,882
76,883
76,884
76,885
76,886
76,887
76,888
76,889
76,890
76,891
76,892
76,893
76,894
76,895
76,896
76,897
76,898
76,899
76,900
76,901
76,902
76,903
76,904
76,905
76,906
77,907
77,908
76,909
76,910
77,911
77,912
77,913
76,914
76,915
76,916
76,917
76,918
76,919
76,920
76,921
76,922
76,923
76,924
76,925
76,926
76,927
76,928
76,929
76,930
76,931
76,932
76,933
76,934
76,935
76,936
76,937
76,938
76,939
76,940
76,941
76,942
76,943
76,944
76,945
76,946
76,947
76,948
76,949
76,950
76,951
76,952
76,953
76,954
76,955
76,956
76,957
76,958
76,959
76,960
76,961
76,962
76,963
76,964
76,965
76,966
76,967
76,968
76,969
76,970
76,971
76,972
76,973
76,974
76,975
76,976
76,977
76,978
76,979
76,980
76,981
76,982
76,983
76,984
76,985
76,986
76,987
76,988
76,989
76,990
76,991
76,992
76,993
76,994
76,995
76,996
76,997
76,998
76,999
76,1000
76,1001
76,1002
76,1003
76,1004
76,1005
76,1006
76,1007
76,1008
76,1009
76,1010
76,1011
76,1012
76,1013
76,1014
76,1015
76,1016
76,1017
76,1018
76,1019
76,1020
76,1021
76,1022
76,1023
76,1024
76,1025
76,1026
76,1027
76,1028
76,1029
76,1030
76,1031
76,1032
76,1033
76,1034
76,1035
76,1036
76,1037
76,1038
76,1039
76,1040
76,1041
76,1042
76,1043
76,1044
76,1045
76,1046
76,1047
76,1048
76,1049
76,1050
76,1051
76,1052
76,1053
76,1054
76,1055
76,1056
76,1057
76,1058
76,1059
76,1060
76,1061
76,1062
76,1063
76,1064
76,1065
76,1066
76,1067
76,1068
76,1069
76,1070
76,1071
76,1072
76,1073
76,1074
76,1075
76,1076
76,1077
76,1078
75,1079
75,1080
75,1081
76,1082
76,1083
76,1084
76,1085
76,1086
76,1087
76,1088
76,1089
76,1090
76,1091
76,1092
76,1093
76,1094
76,1095
76,1096
76,1097
76,1098
76,1099
76,1100
76,1101
76,1102
76,1103
76,1104
76,1105
76,1106
76,1107
76,1108
76,1109
76,1110
76,1111
76,1112
76,1113
76,1114
76,1115
76,1116
76,1117
76,1118
76,1119
75,1120
75,1121
75,1122
75,1123
75,1124
75,1125
75,1126
75,1127
75,1128
75,1129
75,1130
76,1131
75,1132
75,1133
75,1134
76,1135
76,1136
76,1137
76,1138
76,1139
76,1140
76,1141
76,1142
76,1143
76,1144
76,1145
75,1146
76,1147
75,1148
75,1149
75,1150
75,1151
75,1152
75,1153
75,1154
75,1155
75,1156
75,1157
75,1158
75,1159
75,1160
75,1161
75,1162
75,1163
75,1164
75,1165
75,1166
75,1167
76,1168
75,1169
75,1170
75,1171
75,1172
75,1173
75,1174
75,1175
75,1176
75,1177
75,1178
75,1179
75,1180
75,1181
75,1182
75,1183
75,1184
75,1185
75,1186
75,1187
75,1188
75,1189
75,1190
75,1191
75,1192
75,1193
75,1194
75,1195
75,1196
75,1197
75,1198
75,1199
75,1200
75,1201
75,1202
75,1203
75,1204
75,1205
75,1206
75,1207
75,1208
75,1209
75,1210
75,1211
75,1212
75,1213
75,1214
75,1215
75,1216
75,1217
75,1218
75,1219
75,1220
75,1221
75,1222
75,1223
75,1224
75,1225
75,1226
75,1227
75,1228
75,1229
75,1230
75,1231
75,1232
75,1233
75,1234
75,1235
75,1236
75,1237
75,1238
75,1239
75,1240
75,1241
75,1242
75,1243
75,1244
75,1245
75,1246
75,1247
75,1248
75,1249
75,1250
75,1251
75,1252
75,1253
75,1254
75,1255
75,1256
75,1257
75,1258
75,1259
74,1260
74,1261
74,1262
74,1263
74,1264
74,1265
74,1266
74,1267
74,1268
74,1269
74,1270
74,1271
74,1272
74,1273
74,1274
74,1275
74,1276
74,1277
74,1278
74,1279
74,1280
74,1281
74,1282
74,1283
74,1284
74,1285
74,1286
74,1287
74,1288
74,1289
74,1290
74,1291
74,1292
74,1293
74,1294
74,1295
74,1296
74,1297
74,1298
74,1299
74,1300
74,1301
74,1302
74,1303
74,1304
74,1305
74,1306
74,1307
74,1308
74,1309
74,1310
74,1311
74,1312
74,1313
74,1314
74,1315
74,1316
74,1317
74,1318
74,1319
74,1320
74,1321
74,1322
74,1323
74,1324
74,1325
74,1326
74,1327
74,1328
74,1329
74,1330
74,1331
74,1332
74,1333
75,1334
75,1335
75,1336
75,1337
75,1338
75,1339
75,1340
75,1341
75,1342
75,1343
75,1344
75,1345
75,1346
75,1347
75,1348
75,1349
75,1350
75,1351
75,1352
75,1353
75,1354
75,1355
75,1356
75,1357
75,1358
75,1359
75,1360
75,1361
75,1362
75,1363
75,1364
75,1365
75,1366
75,1367
75,1368
75,1369
75,1370
75,1371
75,1372
75,1373
75,1374
75,1375
75,1376
75,1377
75,1378
75,1379
75,1380
75,1381
75,1382
75,1383
75,1384
75,1385
75,1386
75,1387
75,1388
75,1389
75,1390
75,1391
75,1392
75,1393
75,1394
75,1395
75,1396
75,1397
75,1398
75,1399
75,1400
75,1401
75,1402
75,1403
75,1404
75,1405
75,1406
75,1407
75,1408
75,1409
75,1410
75,1411
75,1412
75,1413
75,1414
75,1415
75,1416
